Course Number,Course Title,,,,ABG,AGS,AMG,EEO,HP,IX,MAT,MDR,NTHS,program,OPS,PAM,PTK,PRS,PTE,PB,SALUTE,SCE,SKD
MATH A185H,Calculus 2 Honors,,,,X,X,,,X,,X,X,X,"2.1, 3.11, 7.1, 7.2, 10.2",,,X,,,,X,,
MATH A220,Intro to Symbolic Logic,,,,,X,,,,,X,,X,10.20,,,X,,,,X,,
MATH A230,Introduction to Discrete Mathematics,,,,,X,,,,,X,,X,"2.1, 3.11, 7.1, 7.2, 10.2",,,X,,,,X,,
MATH A235,Applied Linear Algebra,,,,,X,,,,,X,X,X,"2.1, 3.11, 7.1, 7.2, 10.2",,,X,,,,X,,
MATH A280,Calculus 3,,,,,X,,,,,X,X,X,"2.1, 3.11, 7.1, 7.2, 10.2",,,X,,,,X,,
MATH A280H,Calculus 3 Honors,,,,,X,,,X,,X,X,X,"2.1, 3.11, 7.1, 7.2, 10.2",,,X,,,,X,,
MATH A285,Intro Linear Alg. & Diff Equa,,,,,X,,,,,X,X,X,"2.1, 3.11, 7.1, 7.2, 10.2",,,X,,,,X,,
MATH A285H,Intro Lin Alg & Diffl Equa Hon,,,,,X,,,X,,X,X,X,"2.1, 3.11, 7.1, 7.2, 10.2",,,X,,,,X,,
MATH A287,ntro to Abstract Mathematics,,,,,X,,,,,X,,X,"2.1, 3.11, 7.1, 7.2, 10.2",,,X,,,,X,,
MATH A290H,Introduction to Tensors and Calculus on Manifolds Honors,,,,,X,,,X,,X,,X,"2.1, 3.11, 7.1, 7.2, 10.2",,,X,,,,X,,
MATH A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MATH A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MATH A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MATH A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MATH A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MGMT A100,Applied Management,,,,X,X,,,,,,,X,7.2,,,X,,,,X,X,
MGMT A115,Human Relations & Supv,,,,X,X,,,,,,,X,"7.2, 7.4",,,X,,,,X,X,
MGMT A239,Professionl Communicatn,,,,X,X,,,,,,,X,11.8,,,X,,,,X,X,
MKTG A100,Intro to Marketing,,,,X,X,,,,,,,X,"9.1, 11.8",,,X,,,,X,X,
MKTG A110,Professional Selling,,,,X,X,,,,,,,X,"9.1, 11.8",,,X,,,,X,X,
MKTG A130,Principle of Advertisng,,,,X,X,,,,,,,X,"9.1, 11.8",,,X,,,,X,X,
MKTG A142,Direct Marketing,,,,X,X,,,,,,,X,"9.1, 11.8",,,X,,,,X,X,
MKTG A150,International Marketing,,,,X,X,,,,,,,X,"9.1, 11.8",,,X,,,,X,X,
MKTG A150H,International Marketing Honors,,,,X,X,,,X,,,,X,"9.1, 11.8",,,X,,,,X,X,
MKTG A200,Retail E-Commerce Management,,,,X,X,,,,,,,X,"9.1, 11.8",,,X,,,,X,X,
MKTG A220,Retail Buying,,,,X,X,,,,,,,X,"9.1, 11.8",,,X,,,,X,,
MKTG A292,Dir Study,,,,X,X,,,,,,,,,,,X,,,,X,,
MKTG A293,Dir Study,,,,X,X,,,,,,,,,,,X,,,,X,,
MRSC A100,Oceanography,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A100H,Oceanography Honors,,,,,X,,X,X,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A100L,Oceanography Lab,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A100M,Oceanography Laboratory Honors,,,,,X,,X,X,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A119,Ocean Conservation & Comm Sci,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A120,Marine Aquarium Science,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A121,Marine Intertidal Ecology,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A124,Ecology of the Gray Whale,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A125,Adv Topics Gray Whale Ecology,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A130,Husbandry of Aquatic Organisms,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A135,Aquarium Water Quality,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A140,Aquarium Life Support Op&Maint,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A180,Marine Biology,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A180L,Marine Biology Lab,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A185,Coastal Oceanography,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A185L,Coastal Oceanography Lab,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A187,Marine Mammals,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A188,Marine Mammal Field Studies,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A190,Marine Research & Monitor,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A195,Marine Policy and Conservation,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A199,Special Topics in Marine Scien,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A220,Aquarium Science Management 1,,,,X,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A221,Aquarium Science Management 2,,,,X,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A222,Aquarium Science Management 3,,,,X,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A223,Aquarium Science Management 4,,,,X,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A287,Marine Mammal Rescue & Rehab,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A288,Marine Mammal Research & Tech,,,,,X,,X,,,,,X,"1.2, 1.4",,,X,,,,X,,
MRSC A291,Directed Study Marine Science 1,,,,,X,,,,,,,,,,,X,,,,X,,
MRSC A291H,Directed Study Marine Science 1 Honors,,,,,X,,,X,,,,,,,,X,,,,X,,
MRSC A292,Directed Study Marine Science 2,,,,,X,,,,,,,,,,,X,,,,X,,
MRSC A292H,Directed Study Marine Science 2 Honors,,,,,X,,,X,,,,,,,,X,,,,X,,
MRSC A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MRSC A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MRSC A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MUS A100,Hist & Appr of West Clas Music,,,,,X,,,,,,,X,11.3,,,X,X,,,X,,
MUS A105,Music from Bach to Rock,,,,,X,,,,,,,X,11.3,,,X,X,,,X,,
MUS A110,Computers in Music 1,,,,X,X,,,,,,,,,,,X,X,,,X,,
MUS A111,Computers in Music 2,,,,X,X,,,,,,,,,,,X,X,,,X,,
MUS A112,Computers in Music 3,,,,X,X,,,,,,,,,,,X,X,,,X,,
MUS A113,Computers in Music 4,,,,X,X,,,,,,,,,,,X,X,,,X,,
MUS A115,Fundamentals of Music,,,,,X,,,,,,,X,11.3,,,X,X,,,X,,
MUS A116,Basic Guitar,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A118,Popular Vocal Techniques 1,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A119,Popular Vocal Techniques 2,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A120,College Choir,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A122,Chamber Singers,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A127,Jazz Lab Ensemble,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A129,Guitar Ensemble,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A132,Wind Ensemble,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A133,Orchestra,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A139,History of Rock Music,,,,,X,,,,,,,X,11.3,,,X,X,,,X,,
MUS A140,Beginning Instruments,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A141,Piano 1,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A142,Piano 2,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A143,History of Jazz,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A144,Popular Vocal Techniques,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A148,Classical Guitar 1,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A149,Classical Guitar 2,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A150,Intermediate Band/Orchestra,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A151,Studio Guitar 1,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A152,Studio Guitar 2,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A161,Voice 1,,,,,X,,,,,,,,,,,X,,,,X,,
MUS A162,Voice 2,,,,,X,,,,,,,,,,,X,,,,X,,
MUS A163,Voice 3,,,,,X,,,,,,,,,,,X,,,,X,,
MUS A164,Voice 4,,,,,X,,,,,,,,,,,X,,,,X,,
MUS A174,Sightreading Workshop 1,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A175,Sightreading Workshop 2,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A180,Theory 1,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A181,Musicianship 1,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A185,Theory 2,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A186,Musicianship 2,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A187,Sightreading Workshop,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A213,Advanced Vocal Performance 1,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A214,Advanced Vocal Performance 2,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A215,Advanced Vocal Performance 3,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A216,Advanced Vocal Performance 4,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A218,Popular Vocal Techniques 3,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A219,Popular Vocal Techniques 4,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A223,Advanced Chamber Singers,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A230,Jazz Improvisation,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A233,Symph Chamber Orchestra,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A234,Studio Jazz Ensemble,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A240,Sophomore Recital,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A241,Piano 3,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A242,Piano 4,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A247,Advanced Pop Vocal Techniques,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A248,Classical Guitar 3,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A249,Classical Guitar 4,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A261,Recording Techniques 1,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A262,Music as a Business,,,,X,X,,,,,,,,,,,X,X,,,X,,
MUS A265,Recording Techniques 2,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A267,Piano Master Class 1,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A268,Piano Master Class 2,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A271,Studio Guitar 3,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A272,Studio Guitar 4,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A274,Sightreading Workshop 3,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A275,Sightreading Workshop 4,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A277,Piano Master Class 3,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A278,Piano Master Class 4,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A280,Theory 3,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A281,Musicianship 3,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A285,Theory 4,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A286,Musicianship 4,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A290,Applied Music,,,,,X,,,,,,,,,,,X,X,,,X,,
MUS A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MUS A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MUS A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MUS A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
MUS A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
NC A100,Careers in Dietetics/FDSCI,,,,X,X,,,,,,X,,,,,X,,,,X,,
NC A175,Hlth Care Fld Exper,,,,X,X,,,,,,X,,,,,X,,,,X,,
NC A180,Intro Medi Nutr Therapy,,,,X,X,,,,,,X,,,,,X,,,,X,,
NC A280,Intermediate Nutrition Care,,,,,X,,,,,,X,,,,,X,,,,X,,
NC A281,Supervised Practice 1,,,,,X,,,,,,X,,,,,X,,,,X,,
NC A285,Advanced Nutrition Care,,,,,X,,,,,,X,,,,,X,,,,X,,
NC A286,Supervised Practice 2,,,,,X,,,,,,X,,,,,X,,,,X,,
NC A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
NC A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
NC A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
NC A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
NC A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
NDT A110,Basic Electroencephalography,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A115,Advanced EEG,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A116,Clinical Experience 1,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A117,Clinical Experience 2,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A190,Intro Neuroanat & Phys,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A191,EEG Record Rev-Normal,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A200,NDT Lab Practice,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A279,Pediatric Electroencephalography,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A280,Neurologic Disorders,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A282,NDT ABRET Registry Exam Prep,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A284,Introduction to Transcranial Doppler,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A285,Introduction to Nerve Conduction Velocity,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A286,Clinical Experience 3,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A287,EEG Record Rev-Abnormal,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A288,Evoked Potentials,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A289,Clinical Experience 4,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
NDT A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
NDT A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
NDT A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
NDT A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
NDT A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
NDT A296,Introduction to Intraoperative Monitoring,,,,,X,,,,,,X,X,,,,X,,,,X,,
NDT A297,Microcomputer Applications in Neurodiagnostics,,,,,X,,,,,,X,X,,,,X,,,,X,,
NDT A298,Clinical Internship,,,,,X,,,,,,X,X,,,,X,,,,X,,
NS A112,Introduction to Physical Science,,,,,X,,,,,,,X,,,,X,,,,X,,
NS A115,Science and Tech in Music,,,,,X,,,,,,,,,,,X,X,,,X,,
NS A195,Special Topic- Lunar Exploratn,,,,,X,,,,,,,,,,,X,,,,X,,
NS A196,Special Topic - Exploring Mars,,,,,X,,,,,,,,,,,X,,,,X,,
NS A197,Special Topic - Ocean Wrld OSS,,,,,X,,,,,,,,,,,X,,,,X,,
PHIL A100,Introduction to Philosophy,,,,,X,,,,,,,X,,X,X,X,,,,X,,
PHIL A100H,Introduction to Philosophy Honors,,,,,X,,,X,,,,X,,X,X,X,,,,X,,
PHIL A115,Philosophy of Religion,,,,,X,,,,,,,,,X,X,X,,,,X,,
PHIL A118,Aesthetics/Philosophy of Art,,,,,X,,,,,,,,,X,X,X,,,,X,,
PHIL A120,Ethics,,,,X,X,,,,,,,X,,X,X,X,,,,X,,
PHIL A125,History of Ancient Philosophy,,,,,X,,,,,,,,,X,X,X,,,,X,,
PHIL A140,History of Modern Philosophy,,,,,X,,,,,,,,,,X,X,,,,X,,
PHIL A150,Critical Reasoning & Writing,,,,,X,,,,,,,X,,X,X,X,,,,X,,X
PHIL A155,Introduction to Logic,,,,,X,,,,,,,,,X,X,X,,,,X,,
PHIL A165,The Theory of Knowledge,,,,,X,,,,,,,,,X,X,X,,,,X,,
PHIL A185,Contemporary Philosophy,,,,,X,,,,,,,,,X,X,X,,,,X,,
PHIL A220,Intro to Symbolic Logic,,,,,X,,,,,,,,,X,X,X,,,,X,,
PHIL A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PHIL A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PHIL A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PHIL A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PHIL A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PHOT A100,Basic Digital Photography,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A101,Photography & Society,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,X,
PHOT A102,Careers in Photography,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A104,Smartphone Landscape and Nature Photography,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A106,Smartphone Portrait Photo,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A107,Smartphone Street Photography,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A108,Smartphone Food Photography,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A109,Smartphone Fashion Photography,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A110,Photography: Theory and Practice,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A111,Smartphone Product Photography,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A120,Introduction to Photography,,,,X,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,X,
PHOT A120H,Introduction to Photography Honors,,,,X,X,,,X,,,,X,"11.3, 11.5",,,X,,X,,X,X,
PHOT A122,Personal Expression,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A123,Intro to Digital Photography,,,,X,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A125,Imaging for Photographers I,,,,X,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A127,Darkroom For Photo Majors,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A128,Med/Large Format Film Capture,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A130,Hist & Appreciation Photo,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A141,Black and White Photography Laboratory 1,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A142,Traditional Black and White Photo Lab 2,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A143,Traditional Black and White Photo Lab 3,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A152,Photo Gallery,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A161,Digital Photography Lab 1,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A162,Digital Photography Lab 2,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A180,Intro to Prof Photo,,,,X,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A187,Laboratory Practices,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A188,Commercial Photography,,,,X,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A196,Photo Bookworks,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A200,Documentary Photography,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A220,Fashion Photography,,,,X,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A223,Action Sports Photography,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A225,Professional Digital Workflow and Color Management,,,,X,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A230,Photography Since 1945,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A241,Business Practices for Photographers,,,,X,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A260,Art Portfolio Development 1,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A261,Art Portfolio Development 2,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A262,Commercial Portfolio Devel 1,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A263,Commercial Portfolio Devel 2,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A264,Exhibition Preparation 1,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A265,Exhibition Preparation 2,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A266,Marketing/Self Promotion 1,,,,X,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,X,
PHOT A267,Marketing/Self Promotion 2,,,,X,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,X,
PHOT A280,Professnl Digital Techniques,,,,X,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A282,Prof Portraiture,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A283,Art Photography,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A285,Wedding and Event Photography,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A287,Alternative Methods,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A288,Editorial and Advertising People Photography,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A289,Architectural Photography,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,,
PHOT A290,Advertising Illustration Photgraphy,,,,,X,,,,,,,X,"11.3, 11.5",,,X,,X,,X,X,
PHOT A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PHOT A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PHOT A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PHOT A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PHOT A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PHYS A110,Conceptual Physics,,,,,X,,,,,,,X,3.11,,,X,,,,X,,
PHYS A111,Introductory Physics Lab,,,,,X,,,,,,,X,3.11,,,X,,,,X,,
PHYS A120,Algebra-Based Physics 1,,,,,X,,,,,,X,X,3.11,,,X,,,,X,,
PHYS A125,Algebra Based Physics 2,,,,,X,,,,,,X,X,3.11,,,X,,,,X,,
PHYS A130,Univ Physics 2 (non-majors),,,,,X,,,,,,X,X,3.11,,,X,,,,X,,
PHYS A135,University Physics 2 (non-majors),,,,,X,,,,,,X,X,3.11,,,X,,,,X,,
PHYS A185,Calculus Based Physics:Mech,,,,,X,,,,,,X,X,3.11,,,X,,,,X,,
PHYS A185H,Calculus-Based Physics: Mechanics Honors,,,,,X,,,X,,,,X,3.11,,,X,,,,X,,
PHYS A280,Calculus Based Phys:Elec/Mag,,,,,X,,,,,,X,X,3.11,,,X,,,,X,,
PHYS A285,Calculus Based Physics:Modern,,,,,X,,,,,,X,X,3.11,,,X,,,,X,,
PHYS A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PHYS A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PHYS A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PHYS A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PHYS A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PORT A180,Elementary Portuguese 1,,,,,X,X,,,,,,,,X,,X,,,,X,,
PORT A185,Elementary Portuguese 2,,,,,X,X,,,,,,,,X,,X,,,,X,,
PSCI A101,Survey of Current Issues,,,,,X,,,,,,,,,X,X,X,,,,X,,
PSCI A110,International Relations,,,,,X,,,,,,,,,X,X,X,,,,X,,
PSCI A180,American Government,,,,,X,,,,,,,,,X,X,X,,,,X,,
PSCI A180H,American Government Honors,,,,,X,,,X,,,,,,X,X,X,,,,X,,
PSCI A185,Comparative Politics,,,,,X,,,,,,,,,X,X,X,,,,X,,
PSCI A188,Intro Political Theory,,,,,X,,,,,,,,,X,X,X,,,,X,,
PSCI A190,Introduction to American Legal System,,,,,X,,,,,,,,,X,X,X,,,,X,,
PSCI A200,Introduction to Political Science,,,,,X,,,,,,,,,X,X,X,,,,X,,
PSCI A201,Introduction to Political Science Research Methods,,,,,X,,,,,,,,,X,X,X,,,,X,,
PSCI A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PSCI A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
PSCI A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
